Sex,Year,AgeGroup,Ethnicity,Race,Deaths,Population,Crude Rate,Survival Rate scaled,Survival Rate
Female,2007,80-84 years,Non-Hispanic,White,1633,2911722,56.1,0.534221255,0.999439163
Female,2007,85+ years,Hispanic,White,78,137757,56.6,0.529735672,0.999433786
Female,2007,85+ years,Non-Hispanic,Asian or Pacific Islander,23,74362,30.9,0.744023428,0.999690702
Female,2007,85+ years,Non-Hispanic,Black or African American,81,249077,32.5,0.730759233,0.999674799
Female,2007,85+ years,Non-Hispanic,White,2159,2966142,72.8,0.394893178,0.999272118
Female,2008,25-29 years,Non-Hispanic,White,17,6165154,0.3,0.99970104,0.999997243
Female,2008,30-34 years,Non-Hispanic,White,25,5628033,0.4,0.998295944,0.999995558
Female,2008,35-39 years,Non-Hispanic,White,35,6431261,0.5,0.99746177,0.999994558
Female,2008,40-44 years,Hispanic,White,16,1454011,1.1,0.992822749,0.999988996
Female,2008,40-44 years,Non-Hispanic,Black or African American,27,1446445,1.9,0.986431723,0.999981334
Female,2008,40-44 years,Non-Hispanic,White,68,7001788,1,0.993900572,0.999990288
Female,2008,45-49 years,Hispanic,White,16,1263751,1.3,0.991440955,0.999987339
Female,2008,45-49 years,Non-Hispanic,Black or African American,31,1485776,2.1,0.984598374,0.999979135
Female,2008,45-49 years,Non-Hispanic,White,116,8000300,1.4,0.989907312,0.999985501
Female,2008,50-54 years,Hispanic,White,30,1018961,2.9,0.977444315,0.999970558
Female,2008,50-54 years,Non-Hispanic,Black or African American,44,1361382,3.2,0.975043561,0.99996768
Female,2008,50-54 years,Non-Hispanic,White,210,7933691,2.6,0.979923486,0.999973531
Female,2008,55-59 years,Hispanic,White,37,793690,4.7,0.963118292,0.999953382
Female,2008,55-59 years,Non-Hispanic,Asian or Pacific Islander,24,465234,5.2,0.958973568,0.999948413
Female,2008,55-59 years,Non-Hispanic,Black or African American,57,1123799,5.1,0.959695985,0.999949279
Female,2008,55-59 years,Non-Hispanic,White,350,7176758,4.9,0.961324329,0.999951231
Female,2008,60-64 years ,Hispanic,White,53,593843,8.9,0.92756044,0.999910751
Female,2008,60-64 years ,Non-Hispanic,Asian or Pacific Islander,16,345107,4.6,0.963331202,0.999953638
Female,2008,60-64 years ,Non-Hispanic,Black or African American,68,815179,8.3,0.932424696,0.999916583
Female,2008,60-64 years ,Non-Hispanic,White,507,6123461,8.3,0.932942613,0.999917204
Female,2008,65-69 years,Hispanic,White,52,436980,11.9,0.902747208,0.999881001
Female,2008,65-69 years,Non-Hispanic,Asian or Pacific Islander,20,248267,8.1,0.934809175,0.999919442
Female,2008,65-69 years,Non-Hispanic,Black or African American,70,617326,11.3,0.907423287,0.999886608
Female,2008,65-69 years,Non-Hispanic,White,694,4774478,14.5,0.880762975,0.999854644
Female,2008,70-74 years,Hispanic,White,65,340849,19.1,0.842942616,0.9998093
Female,2008,70-74 years,Non-Hispanic,Asian or Pacific Islander,24,189526,12.7,0.896380613,0.999873368
Female,2008,70-74 years,Non-Hispanic,Black or African American,62,480483,12.9,0.894374562,0.999870963
Female,2008,70-74 years,Non-Hispanic,White,862,3794080,22.7,0.812502406,0.999772804
Female,2008,75-79 years,Hispanic,White,91,262955,34.6,0.713355277,0.999653933
Female,2008,75-79 years,Non-Hispanic,Asian or Pacific Islander,37,144941,25.5,0.789081388,0.999744724
Female,2008,75-79 years,Non-Hispanic,Black or African American,72,371717,19.4,0.840444177,0.999806304
Female,2008,75-79 years,Non-Hispanic,White,1309,3362570,38.9,0.677307592,0.999610714
Female,2008,80-84 years,Hispanic,White,74,181722,40.7,0.662352761,0.999592785
Female,2008,80-84 years,Non-Hispanic,Asian or Pacific Islander,28,99335,28.2,0.766896511,0.999718126
Female,2008,80-84 years,Non-Hispanic,Black or African American,79,272279,29,0.759999461,0.999709856
Female,2008,80-84 years,Non-Hispanic,White,1576,2900545,54.3,0.548809513,0.999456654
Female,2008,85+ years,Hispanic,White,72,146331,49.2,0.59160672,0.999507965
Female,2008,85+ years,Non-Hispanic,Asian or Pacific Islander,38,80190,47.4,0.606754049,0.999526125
Female,2008,85+ years,Non-Hispanic,Black or African American,71,257804,27.5,0.772294182,0.999724597
Female,2008,85+ years,Non-Hispanic,White,2159,3028603,71.3,0.407413986,0.99928713
Female,2009,25-29 years,Non-Hispanic,White,25,6187365,0.4,0.998630872,0.99999596
Female,2009,30-34 years,Non-Hispanic,White,28,5711854,0.5,0.997912239,0.999995098
Female,2009,35-39 years,Non-Hispanic,Black or African American,21,1403007,1.5,0.989516636,0.999985032
Female,2009,35-39 years,Non-Hispanic,White,40,6223437,0.6,0.996640082,0.999993573
Female,2009,40-44 years,Hispanic,White,17,1485514,1.1,0.992455917,0.999988556
Female,2009,40-44 years,Non-Hispanic,Black or African American,20,1414333,1.4,0.990206341,0.999985859
Female,2009,40-44 years,Non-Hispanic,White,48,6770530,0.7,0.996087731,0.99999291
Female,2009,45-49 years,Hispanic,White,22,1321313,1.7,0.98811351,0.99998335
Female,2009,45-49 years,Non-Hispanic,Black or African American,36,1496992,2.4,0.981942924,0.999975952
Female,2009,45-49 years,Non-Hispanic,White,115,7919248,1.5,0.989888859,0.999985478
Female,2009,50-54 years,Hispanic,White,34,1071105,3.2,0.975524971,0.999968257
Female,2009,50-54 years,Non-Hispanic,Black or African American,48,1399562,3.4,0.97339514,0.999965704
Female,2009,50-54 years,Non-Hispanic,White,179,7996954,2.2,0.98333141,0.999977616
Female,2009,55-59 years,Hispanic,White,32,836656,3.8,0.970099664,0.999961753
Female,2009,55-59 years,Non-Hispanic,Black or African American,53,1164471,4.6,0.964038667,0.999954486
Female,2009,55-59 years,Non-Hispanic,White,347,7310247,4.7,0.962409395,0.999952532
Female,2009,60-64 years ,Hispanic,White,44,631689,7,0.943903847,0.999930345
Female,2009,60-64 years ,Non-Hispanic,Asian or Pacific Islander,19,376313,5,0.959888597,0.99994951
Female,2009,60-64 years ,Non-Hispanic,Black or African American,58,873483,6.6,0.946617672,0.999933599
Female,2009,60-64 years ,Non-Hispanic,White,516,6391233,8.1,0.934661407,0.999919264
Female,2009,65-69 years,Hispanic,White,58,461774,12.6,0.897238989,0.999874397
Female,2009,65-69 years,Non-Hispanic,Asian or Pacific Islander,25,264054,9.5,0.923032727,0.999905322
Female,2009,65-69 years,Non-Hispanic,Black or African American,76,641482,11.8,0.903183368,0.999881524
Female,2009,65-69 years,Non-Hispanic,White,646,4964992,13,0.893478631,0.999869889
Female,2009,70-74 years,Hispanic,White,59,355712,16.6,0.863657502,0.999834135
Female,2009,70-74 years,Non-Hispanic,Asian or Pacific Islander,23,197831,11.6,0.905030682,0.999883739
Female,2009,70-74 years,Non-Hispanic,Black or African American,75,487912,15.4,0.873790075,0.999846284
Female,2009,70-74 years,Non-Hispanic,White,868,3871382,22.4,0.814993549,0.999775791
Female,2009,75-79 years,Hispanic,White,82,269915,30.4,0.748609518,0.999696201
Female,2009,75-79 years,Non-Hispanic,Asian or Pacific Islander,32,149961,21.3,0.824018678,0.999786611
Female,2009,75-79 years,Non-Hispanic,Black or African American,78,374583,20.8,0.82832022,0.999791768
Female,2009,75-79 years,Non-Hispanic,White,1206,3303365,36.5,0.697494962,0.999634918
Female,2009,80-84 years,Hispanic,White,88,190892,46.1,0.617497683,0.999539006
Female,2009,80-84 years,Non-Hispanic,Asian or Pacific Islander,43,104225,41.3,0.657887504,0.999587431
Female,2009,80-84 years,Non-Hispanic,Black or African American,72,274423,26.2,0.783165799,0.999737631
Female,2009,80-84 years,Non-Hispanic,White,1475,2860001,51.6,0.571840057,0.999484266
Female,2009,85+ years,Hispanic,White,100,156379,63.9,0.468633317,0.999360528
Female,2009,85+ years,Non-Hispanic,Asian or Pacific Islander,47,86463,54.4,0.548610208,0.999456415
Female,2009,85+ years,Non-Hispanic,Black or African American,58,267385,21.7,0.821077005,0.999783084
Female,2009,85+ years,Non-Hispanic,White,2224,3100314,71.7,0.403680027,0.999282653
Female,2010,30-34 years,Non-Hispanic,White,19,5824627,0.3,0.999280184,0.999996738
Female,2010,35-39 years,Non-Hispanic,White,29,5989352,0.5,0.997962416,0.999995158
Female,2010,40-44 years,Hispanic,White,21,1528460,1.4,0.990541324,0.999986261
Female,2010,40-44 years,Non-Hispanic,Black or African American,33,1403885,2.4,0.982395014,0.999976494
Female,2010,40-44 years,Non-Hispanic,White,47,6657954,0.7,0.996113022,0.999992941
Female,2010,45-49 years,Hispanic,White,19,1363380,1.4,0.990377316,0.999986064
Female,2010,45-49 years,Non-Hispanic,Black or African American,38,1492184,2.5,0.980760369,0.999974534
Female,2010,45-49 years,Non-Hispanic,White,116,7746854,1.5,0.989511657,0.999985026
Female,2010,50-54 years,Hispanic,White,32,1128129,2.8,0.97834195,0.999971634
Female,2010,50-54 years,Non-Hispanic,Black or African American,46,1437274,3.2,0.97530635,0.999967995
Female,2010,50-54 years,Non-Hispanic,White,181,8045451,2.2,0.983236607,0.999977503
Female,2010,55-59 years,Hispanic,White,36,880061,4.1,0.967882062,0.999959094
Female,2010,55-59 years,Non-Hispanic,Black or African American,53,1204036,4.4,0.965286119,0.999955981
Female,2010,55-59 years,Non-Hispanic,White,323,7462133,4.3,0.965897835,0.999956715
Female,2010,60-64 years ,Hispanic,White,35,677461,5.2,0.958909722,0.999948337
Female,2010,60-64 years ,Non-Hispanic,Asian or Pacific Islander,31,411381,7.5,0.939148447,0.999924644
Female,2010,60-64 years ,Non-Hispanic,Black or African American,46,940849,4.9,0.961221343,0.999951108
Female,2010,60-64 years ,Non-Hispanic,White,505,6681314,7.6,0.938958278,0.999924416
Female,2010,65-69 years,Hispanic,White,66,485795,13.6,0.888683708,0.99986414
Female,2010,65-69 years,Non-Hispanic,Asian or Pacific Islander,25,279934,8.9,0.927512409,0.999910693
Female,2010,65-69 years,Non-Hispanic,Black or African American,87,662116,13.1,0.892406068,0.999868603
Female,2010,65-69 years,Non-Hispanic,White,673,5117545,13.2,0.892313107,0.999868492
Female,2010,70-74 years,Hispanic,White,96,369222,26,0.785136304,0.999739994
Female,2010,70-74 years,Non-Hispanic,Asian or Pacific Islander,28,208235,13.4,0.889848335,0.999865537
Female,2010,70-74 years,Non-Hispanic,Black or African American,89,499820,17.8,0.853482135,0.999821936
Female,2010,70-74 years,Non-Hispanic,White,898,3928124,22.9,0.811324858,0.999771392
Female,2010,75-79 years,Hispanic,White,86,279295,30.8,0.745174125,0.999692082
Female,2010,75-79 years,Non-Hispanic,Asian or Pacific Islander,43,154802,27.8,0.770316449,0.999722226
Female,2010,75-79 years,Non-Hispanic,Black or African American,77,380225,20.3,0.833091031,0.999797488
Female,2010,75-79 years,Non-Hispanic,White,1145,3278853,34.9,0.710735728,0.999650793
Female,2010,80-84 years,Hispanic,White,80,201490,39.7,0.670838123,0.999602958
Female,2010,80-84 years,Non-Hispanic,Asian or Pacific Islander,34,110077,30.9,0.744376294,0.999691125
Female,2010,80-84 years,Non-Hispanic,Black or African American,63,279103,22.6,0.813730942,0.999774277
Female,2010,80-84 years,Non-Hispanic,White,1410,2834875,49.7,0.587151719,0.999502624
Female,2010,85+ years,Hispanic,White,106,167815,63.2,0.475159208,0.999368352
Female,2010,85+ years,Non-Hispanic,Asian or Pacific Islander,34,93701,36.3,0.699351574,0.999637144
Female,2010,85+ years,Non-Hispanic,Black or African American,106,278528,38.1,0.684575243,0.999619428
Female,2010,85+ years,Non-Hispanic,White,2298,3170196,72.5,0.397399757,0.999275124
Female,2011,30-34 years,Non-Hispanic,White,17,5953786,0.3,0.99961939,0.999997145
Female,2011,35-39 years,Non-Hispanic,White,32,5748975,0.6,0.99735831,0.999994434
Female,2011,40-44 years,Non-Hispanic,Black or African American,22,1412291,1.6,0.989008121,0.999984422
Female,2011,40-44 years,Non-Hispanic,White,52,6637268,0.8,0.995466345,0.999992165
Female,2011,45-49 years,Non-Hispanic,Black or African American,35,1476770,2.4,0.982233058,0.9999763
Female,2011,45-49 years,Non-Hispanic,White,101,7462901,1.4,0.9907129,0.999986466
Female,2011,50-54 years,Hispanic,White,30,1173683,2.6,0.980681519,0.999974439
Female,2011,50-54 years,Non-Hispanic,Black or African American,50,1455549,3.4,0.973349387,0.999965649
Female,2011,50-54 years,Non-Hispanic,White,174,8071123,2.2,0.984019676,0.999978442
Female,2011,55-59 years,Hispanic,White,48,927503,5.2,0.95883602,0.999948248
Female,2011,55-59 years,Non-Hispanic,Black or African American,49,1243590,3.9,0.969136679,0.999960598
Female,2011,55-59 years,Non-Hispanic,White,314,7580052,4.1,0.967449792,0.999958575
Female,2011,60-64 years ,Hispanic,White,50,716707,7,0.943812944,0.999930236
Female,2011,60-64 years ,Non-Hispanic,Asian or Pacific Islander,27,439225,6.1,0.950728764,0.999938528
Female,2011,60-64 years ,Non-Hispanic,Black or African American,75,1007557,7.4,0.939914511,0.999925563
Female,2011,60-64 years ,Non-Hispanic,White,515,6976929,7.4,0.940433943,0.999926185
Female,2011,65-69 years,Hispanic,White,52,513068,10.1,0.917466541,0.999898649
Female,2011,65-69 years,Non-Hispanic,Asian or Pacific Islander,26,297835,8.7,0.929188989,0.999912703
Female,2011,65-69 years,Non-Hispanic,Black or African American,72,681602,10.6,0.913894694,0.999894367
Female,2011,65-69 years,Non-Hispanic,White,680,5227502,13,0.893503431,0.999869919
Female,2011,70-74 years,Hispanic,White,82,383866,21.4,0.823829013,0.999786384
Female,2011,70-74 years,Non-Hispanic,Asian or Pacific Islander,29,220108,13.2,0.892108648,0.999868246
Female,2011,70-74 years,Non-Hispanic,Black or African American,63,513821,12.3,0.899734353,0.999877389
Female,2011,70-74 years,Non-Hispanic,White,839,4026615,20.8,0.828210083,0.999791636
Female,2011,75-79 years,Hispanic,White,90,289792,31.1,0.742964303,0.999689432
Female,2011,75-79 years,Non-Hispanic,Asian or Pacific Islander,39,162278,24,0.801549106,0.999759672
Female,2011,75-79 years,Non-Hispanic,Black or African American,93,391854,23.7,0.804047188,0.999762667
Female,2011,75-79 years,Non-Hispanic,White,1073,3270361,32.8,0.728342338,0.999671902
Female,2011,80-84 years,Hispanic,White,103,211289,48.7,0.595402773,0.999512516
Female,2011,80-84 years,Non-Hispanic,Asian or Pacific Islander,53,116107,45.6,0.621266165,0.999543525
Female,2011,80-84 years,Non-Hispanic,Black or African American,67,281823,23.8,0.803709739,0.999762262
Female,2011,80-84 years,Non-Hispanic,White,1406,2806161,50.1,0.584095701,0.99949896
Female,2011,85+ years,Hispanic,White,95,181167,52.4,0.564630334,0.999475622
Female,2011,85+ years,Non-Hispanic,Asian or Pacific Islander,37,103000,35.9,0.702381784,0.999640777
Female,2011,85+ years,Non-Hispanic,Black or African American,91,287380,31.7,0.737887849,0.999683346
Female,2011,85+ years,Non-Hispanic,White,2222,3218366,69,0.426145194,0.999309588
Female,2012,30-34 years,Non-Hispanic,White,25,6053232,0.4,0.998556195,0.99999587
Female,2012,35-39 years,Non-Hispanic,Black or African American,16,1341470,1.2,0.992052755,0.999988073
Female,2012,35-39 years,Non-Hispanic,White,28,5660892,0.5,0.99787543,0.999995054
Female,2012,40-44 years,Non-Hispanic,Black or African American,26,1418109,1.8,0.986708786,0.999981666
Female,2012,40-44 years,Non-Hispanic,White,52,6539252,0.8,0.995368399,0.999992048
Female,2012,45-49 years,Hispanic,White,22,1429788,1.5,0.989167121,0.999984613
Female,2012,45-49 years,Non-Hispanic,Black or African American,20,1454219,1.4,0.990529841,0.999986247
Female,2012,45-49 years,Non-Hispanic,White,80,7195137,1.1,0.992727183,0.999988881
Female,2012,50-54 years,Hispanic,White,43,1218370,3.5,0.972563892,0.999964707
Female,2012,50-54 years,Non-Hispanic,Black or African American,42,1461508,2.9,0.978031766,0.999971263
Female,2012,50-54 years,Non-Hispanic,White,180,8004238,2.2,0.983244196,0.999977512
Female,2012,55-59 years,Hispanic,White,35,978222,3.6,0.972158411,0.999964221
Female,2012,55-59 years,Non-Hispanic,Black or African American,59,1292798,4.6,0.963935894,0.999954363
Female,2012,55-59 years,Non-Hispanic,White,269,7710677,3.5,0.972902831,0.999965113
Female,2012,60-64 years ,Hispanic,White,63,745215,8.5,0.931488781,0.999915461
Female,2012,60-64 years ,Non-Hispanic,Asian or Pacific Islander,25,457563,5.5,0.956429354,0.999945363
Female,2012,60-64 years ,Non-Hispanic,Black or African American,77,1040570,7.4,0.940281146,0.999926002
Female,2012,60-64 years ,Non-Hispanic,White,486,6901050,7,0.943261996,0.999929576
Female,2012,65-69 years,Hispanic,White,60,551267,10.9,0.911220076,0.99989116
Female,2012,65-69 years,Non-Hispanic,Asian or Pacific Islander,29,324095,8.9,0.927367971,0.99991052
Female,2012,65-69 years,Non-Hispanic,Black or African American,65,730407,8.9,0.92777538,0.999911009
Female,2012,65-69 years,Non-Hispanic,White,688,5673719,12.1,0.900860305,0.999878739
Female,2012,70-74 years,Hispanic,White,80,400280,20,0.835302642,0.99980014
Female,2012,70-74 years,Non-Hispanic,Asian or Pacific Islander,34,234153,14.5,0.880889754,0.999854796
Female,2012,70-74 years,Non-Hispanic,Black or African American,79,532749,14.8,0.878318082,0.999851713
Female,2012,70-74 years,Non-Hispanic,White,901,4184472,21.5,0.822408026,0.99978468
Female,2012,75-79 years,Hispanic,White,92,301043,30.6,0.747104148,0.999694396
Female,2012,75-79 years,Non-Hispanic,Asian or Pacific Islander,30,170594,17.6,0.855323754,0.999824144
Female,2012,75-79 years,Non-Hispanic,Black or African American,72,400989,18,0.852237742,0.999820444
Female,2012,75-79 years,Non-Hispanic,White,1091,3284202,33.2,0.724924266,0.999667804
Female,2012,80-84 years,Hispanic,White,106,220323,48.1,0.60071762,0.999518888
Female,2012,80-84 years,Non-Hispanic,Asian or Pacific Islander,43,121733,35.3,0.707378917,0.999646768
Female,2012,80-84 years,Non-Hispanic,Black or African American,86,286425,30,0.751567335,0.999699747
Female,2012,80-84 years,Non-Hispanic,White,1390,2767565,50.2,0.583089664,0.999497753
Female,2012,85+ years,Hispanic,White,88,194558,45.2,0.624742766,0.999547693
Female,2012,85+ years,Non-Hispanic,Asian or Pacific Islander,58,112685,51.5,0.572694934,0.999485291
Female,2012,85+ years,Non-Hispanic,Black or African American,118,296496,39.8,0.670054323,0.999602018
Female,2012,85+ years,Non-Hispanic,White,2258,3272418,69,0.426481171,0.99930999
Female,2013,30-34 years,Non-Hispanic,White,16,6142556,0.3,0.999828365,0.999997395
Female,2013,35-39 years,Hispanic,White,20,1767627,1.1,0.992563718,0.999988685
Female,2013,35-39 years,Non-Hispanic,Black or African American,18,1347628,1.3,0.990860372,0.999986643
Female,2013,35-39 years,Non-Hispanic,White,25,5667238,0.4,0.998321574,0.999995589
Female,2013,40-44 years,Non-Hispanic,Black or African American,25,1415359,1.8,0.987268377,0.999982337
Female,2013,40-44 years,Non-Hispanic,White,44,6393052,0.7,0.996260448,0.999993118
Female,2013,45-49 years,Hispanic,White,27,1461186,1.8,0.986588792,0.999981522
Female,2013,45-49 years,Non-Hispanic,Black or African American,28,1430012,2,0.985669545,0.99998042
Female,2013,45-49 years,Non-Hispanic,White,101,6923087,1.5,0.989832737,0.999985411
Female,2013,50-54 years,Hispanic,White,35,1266262,2.8,0.978946772,0.99997236
Female,2013,50-54 years,Non-Hispanic,Black or African American,25,1469351,1.7,0.987809732,0.999982986
Female,2013,50-54 years,Non-Hispanic,White,154,7910750,1.9,0.985763858,0.999980533
Female,2013,55-59 years,Hispanic,White,44,1022712,4.3,0.966116651,0.999956977
Female,2013,55-59 years,Non-Hispanic,Black or African American,55,1331261,4.1,0.967541795,0.999958686
Female,2013,55-59 years,Non-Hispanic,White,316,7801714,4.1,0.96821764,0.999959496
Female,2013,60-64 years ,Hispanic,White,52,780594,6.7,0.946438261,0.999933384
Female,2013,60-64 years ,Non-Hispanic,Asian or Pacific Islander,27,476236,5.7,0.954713416,0.999943305
Female,2013,60-64 years ,Non-Hispanic,Black or African American,81,1074370,7.5,0.939117514,0.999924607
Female,2013,60-64 years ,Non-Hispanic,White,438,6972571,6.3,0.949606379,0.999937182
Female,2013,65-69 years,Hispanic,White,58,585818,9.9,0.919421804,0.999900993
Female,2013,65-69 years,Non-Hispanic,Asian or Pacific Islander,25,353727,7.1,0.943051886,0.999929324
Female,2013,65-69 years,Non-Hispanic,Black or African American,77,774743,9.9,0.919104073,0.999900612
Female,2013,65-69 years,Non-Hispanic,White,694,5875798,11.8,0.903487003,0.999881888
Female,2013,70-74 years,Hispanic,White,64,421477,15.2,0.8753492,0.999848153
Female,2013,70-74 years,Non-Hispanic,Asian or Pacific Islander,34,247436,13.7,0.887391314,0.999862591
Female,2013,70-74 years,Non-Hispanic,Black or African American,74,558093,13.3,0.891407286,0.999867406
Female,2013,70-74 years,Non-Hispanic,White,860,4429369,19.4,0.840058134,0.999805841
Female,2013,75-79 years,Hispanic,White,90,314585,28.6,0.763379439,0.999713909
Female,2013,75-79 years,Non-Hispanic,Asian or Pacific Islander,49,178931,27.4,0.773590702,0.999726151
Female,2013,75-79 years,Non-Hispanic,Black or African American,79,410751,19.2,0.84158278,0.999807669
Female,2013,75-79 years,Non-Hispanic,White,1077,3340743,32.2,0.733109044,0.999677617
Female,2013,80-84 years,Hispanic,White,93,227592,40.9,0.661176261,0.999591374
Female,2013,80-84 years,Non-Hispanic,Asian or Pacific Islander,40,128145,31.2,0.741647451,0.999687854
Female,2013,80-84 years,Non-Hispanic,Black or African American,84,292267,28.7,0.762280769,0.999712592
Female,2013,80-84 years,Non-Hispanic,White,1363,2719353,50.1,0.583944086,0.999498778
Female,2013,85+ years,Hispanic,White,102,208493,48.9,0.593950573,0.999510775
Female,2013,85+ years,Non-Hispanic,Asian or Pacific Islander,48,122718,39.1,0.67576031,0.999608859
Female,2013,85+ years,Non-Hispanic,Black or African American,93,304340,30.6,0.747124913,0.999694421
Female,2013,85+ years,Non-Hispanic,White,2203,3301052,66.7,0.445370166,0.999332637
Female,2014,30-34 years,Non-Hispanic,White,27,6190946,0.4,0.998363372,0.999995639
Female,2014,35-39 years,Non-Hispanic,White,17,5726400,0.3,0.999524822,0.999997031
Female,2014,40-44 years,Hispanic,White,19,1699132,1.1,0.992674169,0.999988818
Female,2014,40-44 years,Non-Hispanic,Black or African American,17,1406055,1.2,0.991916508,0.999987909
Female,2014,40-44 years,Non-Hispanic,White,60,6192180,1,0.993919059,0.99999031
Female,2014,45-49 years,Hispanic,White,18,1488534,1.2,0.991914949,0.999987908
Female,2014,45-49 years,Non-Hispanic,Black or African American,34,1401693,2.4,0.981769305,0.999975744
Female,2014,45-49 years,Non-Hispanic,White,84,6703877,1.3,0.991549934,0.99998747
Female,2014,50-54 years,Hispanic,White,32,1315227,2.4,0.981707568,0.99997567
Female,2014,50-54 years,Non-Hispanic,Black or African American,47,1472285,3.2,0.975374631,0.999968077
Female,2014,50-54 years,Non-Hispanic,White,179,7811129,2.3,0.982887266,0.999977084
Female,2014,55-59 years,Hispanic,White,33,1066373,3.1,0.976189645,0.999969054
Female,2014,55-59 years,Non-Hispanic,Asian or Pacific Islander,19,574847,3.3,0.974432872,0.999966948
Female,2014,55-59 years,Non-Hispanic,Black or African American,66,1363076,4.8,0.961615122,0.99995158
Female,2014,55-59 years,Non-Hispanic,White,300,7841295,3.8,0.970090083,0.999961741
Female,2014,60-64 years ,Hispanic,White,47,822408,5.7,0.954334188,0.999942851
Female,2014,60-64 years ,Non-Hispanic,Asian or Pacific Islander,23,495163,4.6,0.963258705,0.999953551
Female,2014,60-64 years ,Non-Hispanic,Black or African American,86,1113582,7.7,0.937586788,0.999922772
Female,2014,60-64 years ,Non-Hispanic,White,452,7092562,6.4,0.948846404,0.999936271
Female,2014,65-69 years,Hispanic,White,68,621457,10.9,0.910736228,0.99989058
Female,2014,65-69 years,Non-Hispanic,Asian or Pacific Islander,33,384702,8.6,0.930453426,0.999914219
Female,2014,65-69 years,Non-Hispanic,Black or African American,96,826975,11.6,0.905176741,0.999883914
Female,2014,65-69 years,Non-Hispanic,White,687,6121719,11.2,0.908398234,0.999887777
Female,2014,70-74 years,Hispanic,White,82,443323,18.5,0.847724838,0.999815033
Female,2014,70-74 years,Non-Hispanic,Asian or Pacific Islander,42,263590,15.9,0.869100803,0.999840662
Female,2014,70-74 years,Non-Hispanic,Black or African American,73,581779,12.5,0.897343555,0.999874523
Female,2014,70-74 years,Non-Hispanic,White,951,4606747,20.6,0.829817561,0.999793564
Female,2014,75-79 years,Hispanic,White,88,329108,26.7,0.778978118,0.999732611
Female,2014,75-79 years,Non-Hispanic,Asian or Pacific Islander,34,189057,18,0.852000952,0.99982016
Female,2014,75-79 years,Non-Hispanic,Black or African American,84,421154,19.9,0.835643041,0.999800548
Female,2014,75-79 years,Non-Hispanic,White,1084,3420207,31.7,0.737649326,0.99968306
Female,2014,80-84 years,Hispanic,White,95,234841,40.5,0.664593416,0.999595471
Female,2014,80-84 years,Non-Hispanic,Asian or Pacific Islander,47,133566,35.2,0.708501677,0.999648114
Female,2014,80-84 years,Non-Hispanic,Black or African American,78,298375,26.1,0.783960402,0.999738584
Female,2014,80-84 years,Non-Hispanic,White,1318,2680226,49.2,0.591844935,0.99950825
Female,2014,85+ years,Hispanic,White,121,223618,54.1,0.550681863,0.999458899
Female,2014,85+ years,Non-Hispanic,Asian or Pacific Islander,56,133397,42,0.651856654,0.9995802
Female,2014,85+ years,Non-Hispanic,Black or African American,102,313585,32.5,0.730700831,0.999674729
Female,2014,85+ years,Non-Hispanic,White,2211,3333377,66.3,0.448766269,0.999336709
Female,2015,30-34 years,Non-Hispanic,White,17,6211764,0.3,0.999718297,0.999997263
Female,2015,35-39 years,Non-Hispanic,White,23,5826375,0.4,0.99870838,0.999996052
Female,2015,40-44 years,Non-Hispanic,Black or African American,25,1384666,1.8,0.986941809,0.999981945
Female,2015,40-44 years,Non-Hispanic,White,29,5968030,0.5,0.997947988,0.999995141
Female,2015,45-49 years,Hispanic,White,28,1529662,1.8,0.986733456,0.999981695
Female,2015,45-49 years,Non-Hispanic,Black or African American,18,1394420,1.3,0.991234212,0.999987091
Female,2015,45-49 years,Non-Hispanic,White,71,6601546,1.1,0.993030422,0.999989245
Female,2015,50-54 years,Hispanic,White,24,1354468,1.8,0.98722186,0.999982281
Female,2015,50-54 years,Non-Hispanic,Black or African American,46,1464914,3.1,0.975810024,0.999968599
Female,2015,50-54 years,Non-Hispanic,White,154,7630609,2,0.985167749,0.999979818
Female,2015,55-59 years,Hispanic,White,31,1114819,2.8,0.978807653,0.999972193
Female,2015,55-59 years,Non-Hispanic,Black or African American,56,1393938,4,0.968492857,0.999959826
Female,2015,55-59 years,Non-Hispanic,White,277,7868624,3.5,0.972638917,0.999964797
Female,2015,60-64 years ,Hispanic,White,49,867582,5.6,0.954893383,0.999943521
Female,2015,60-64 years ,Non-Hispanic,Asian or Pacific Islander,32,514410,6.2,0.950115487,0.999937793
Female,2015,60-64 years ,Non-Hispanic,Black or African American,68,1152063,5.9,0.952770046,0.999940975
Female,2015,60-64 years ,Non-Hispanic,White,442,7236520,6.1,0.951056412,0.999938921
Female,2015,65-69 years,Hispanic,White,57,661453,8.6,0.930125434,0.999913826
Female,2015,65-69 years,Non-Hispanic,Asian or Pacific Islander,36,418873,8.6,0.930316453,0.999914055
Female,2015,65-69 years,Non-Hispanic,Black or African American,76,884009,8.6,0.930293873,0.999914028
Female,2015,65-69 years,Non-Hispanic,White,669,6374216,10.5,0.914461372,0.999895046
Female,2015,70-74 years,Hispanic,White,83,467048,17.8,0.853775877,0.999822288
Female,2015,70-74 years,Non-Hispanic,Asian or Pacific Islander,43,280760,15.3,0.874257594,0.999846844
Female,2015,70-74 years,Non-Hispanic,Black or African American,80,603419,13.3,0.891421071,0.999867422
Female,2015,70-74 years,Non-Hispanic,White,892,4748396,18.8,0.845317538,0.999812147
