Sex,Year,AgeGroup,Ethnicity,Race,Deaths,Population,Crude Rate,Survival Rate scaled,Survival Rate
Male,2001,45-49 years,Hispanic,White,34,889088,3.8,0.970104723,0.999961759
Male,2001,45-49 years,Non-Hispanic,Black or African American,56,1105384,5.1,0.959745768,0.999949339
Male,2001,45-49 years,Non-Hispanic,White,342,7650934,4.5,0.964717441,0.9999553
Male,2001,50-54 years,Hispanic,White,38,677550,5.6,0.955222334,0.999943916
Male,2001,50-54 years,Non-Hispanic,Black or African American,79,912639,8.7,0.929801618,0.999913438
Male,2001,50-54 years,Non-Hispanic,White,531,7097936,7.5,0.939603397,0.99992519
Male,2001,55-59 years,Hispanic,White,49,464150,10.6,0.913948219,0.999894431
Male,2001,55-59 years,Non-Hispanic,Asian or Pacific Islander,25,238780,10.5,0.914674226,0.999895301
Male,2001,55-59 years,Non-Hispanic,Black or African American,77,616383,12.5,0.897806359,0.999875078
Male,2001,55-59 years,Non-Hispanic,White,661,5363188,12.3,0.899203216,0.999876752
Male,2001,60-64 years ,Hispanic,White,62,344881,18,0.852057493,0.999820228
Male,2001,60-64 years ,Non-Hispanic,Asian or Pacific Islander,24,186714,12.9,0.894789922,0.999871461
Male,2001,60-64 years ,Non-Hispanic,Black or African American,74,483638,15.3,0.874381637,0.999846993
Male,2001,60-64 years ,Non-Hispanic,White,836,4230529,19.8,0.837178374,0.999802389
Male,2001,65-69 years,Hispanic,White,54,264836,20.4,0.831933251,0.9997961
Male,2001,65-69 years,Non-Hispanic,Black or African American,96,388334,24.7,0.795809377,0.99975279
Male,2001,65-69 years,Non-Hispanic,White,1108,3595450,30.8,0.744966343,0.999691833
Male,2001,70-74 years,Hispanic,White,66,206213,32,0.735049067,0.999679943
Male,2001,70-74 years,Non-Hispanic,Asian or Pacific Islander,25,105379,23.7,0.804125903,0.999762761
Male,2001,70-74 years,Non-Hispanic,Black or African American,94,295838,31.8,0.736980743,0.999682259
Male,2001,70-74 years,Non-Hispanic,White,1547,3277955,47.2,0.608367119,0.999528059
Male,2001,75-79 years,Hispanic,White,81,138960,58.3,0.515817352,0.999417098
Male,2001,75-79 years,Non-Hispanic,Asian or Pacific Islander,35,76167,46,0.618729663,0.999540483
Male,2001,75-79 years,Non-Hispanic,Black or African American,65,213265,30.5,0.747787302,0.999695215
Male,2001,75-79 years,Non-Hispanic,White,1678,2630785,63.8,0.470000881,0.999362168
Male,2001,80-84 years,Hispanic,White,48,72265,66.4,0.447990037,0.999335778
Male,2001,80-84 years,Non-Hispanic,Asian or Pacific Islander,24,42993,55.8,0.536394936,0.99944177
Male,2001,80-84 years,Non-Hispanic,Black or African American,59,120694,48.9,0.59427212,0.99951116
Male,2001,80-84 years,Non-Hispanic,White,1548,1681091,92.1,0.233959212,0.999079169
Male,2001,85+ years,Hispanic,White,36,48728,73.9,0.385790579,0.999261205
Male,2001,85+ years,Non-Hispanic,Asian or Pacific Islander,23,28529,80.6,0.329572042,0.999193803
Male,2001,85+ years,Non-Hispanic,Black or African American,48,82735,58,0.518099353,0.999419834
Male,2001,85+ years,Non-Hispanic,White,1274,1094359,116.4,0.031011074,0.998835848
Male,2002,10-14 years,Non-Hispanic,White,20,6777134,0.3,0.999539507,0.999997049
Male,2002,15-19 years,Non-Hispanic,White,18,6710792,0.3,0.999763751,0.999997318
Male,2002,20-24 years,Non-Hispanic,White,37,6292952,0.6,0.997096924,0.99999412
Male,2002,25-29 years,Non-Hispanic,White,44,5696044,0.8,0.995558001,0.999992275
Male,2002,30-34 years,Non-Hispanic,Black or African American,29,1243774,2.3,0.982553543,0.999976684
Male,2002,30-34 years,Non-Hispanic,White,62,6681216,0.9,0.99426094,0.99999072
Male,2002,35-39 years,Hispanic,White,18,1477057,1.2,0.991836579,0.999987814
Male,2002,35-39 years,Non-Hispanic,Black or African American,26,1298817,2,0.985304253,0.999979982
Male,2002,35-39 years,Non-Hispanic,White,104,7357871,1.4,0.990211694,0.999985865
Male,2002,40-44 years,Hispanic,White,25,1237717,2,0.985153901,0.999979802
Male,2002,40-44 years,Non-Hispanic,Black or African American,50,1314793,3.8,0.970282076,0.999961971
Male,2002,40-44 years,Non-Hispanic,White,193,8145366,2.4,0.982237995,0.999976306
Male,2002,45-49 years,Hispanic,White,33,947013,3.5,0.972936431,0.999965154
Male,2002,45-49 years,Non-Hispanic,Black or African American,48,1153639,4.2,0.967297197,0.999958393
Male,2002,45-49 years,Non-Hispanic,White,314,7790205,4,0.968381864,0.999959693
Male,2002,50-54 years,Hispanic,White,31,712570,4.4,0.965714933,0.999956496
Male,2002,50-54 years,Non-Hispanic,Asian or Pacific Islander,20,357939,5.6,0.955396638,0.999944125
Male,2002,50-54 years,Non-Hispanic,Black or African American,71,945720,7.5,0.939382705,0.999924925
Male,2002,50-54 years,Non-Hispanic,White,449,7029627,6.4,0.948726475,0.999936127
Male,2002,55-59 years,Hispanic,White,45,504047,8.9,0.927536911,0.999910723
Male,2002,55-59 years,Non-Hispanic,Asian or Pacific Islander,18,259569,6.9,0.944161414,0.999930654
Male,2002,55-59 years,Non-Hispanic,Black or African American,76,662769,11.5,0.906357219,0.99988533
Male,2002,55-59 years,Non-Hispanic,White,678,5829156,11.6,0.904988132,0.999883688
Male,2002,60-64 years ,Hispanic,White,62,360510,17.2,0.858557913,0.999828021
Male,2002,60-64 years ,Non-Hispanic,Black or African American,83,497980,16.7,0.862982869,0.999833327
Male,2002,60-64 years ,Non-Hispanic,White,848,4392732,19.3,0.840985985,0.999806954
Male,2002,65-69 years,Hispanic,White,69,274793,25.1,0.792566307,0.999748902
Male,2002,65-69 years,Non-Hispanic,Asian or Pacific Islander,21,148629,14.1,0.884153323,0.999858709
Male,2002,65-69 years,Non-Hispanic,Black or African American,91,396851,22.9,0.810743215,0.999770695
Male,2002,65-69 years,Non-Hispanic,White,1143,3612039,31.6,0.738064791,0.999683558
Male,2002,70-74 years,Hispanic,White,66,213253,30.9,0.743861798,0.999690508
Male,2002,70-74 years,Non-Hispanic,Asian or Pacific Islander,18,110128,16.3,0.865674586,0.999836554
Male,2002,70-74 years,Non-Hispanic,Black or African American,102,299173,34.1,0.717631546,0.99965906
Male,2002,70-74 years,Non-Hispanic,White,1457,3245383,44.9,0.627546768,0.999551055
Male,2002,75-79 years,Hispanic,White,65,145722,44.6,0.62995779,0.999553945
Male,2002,75-79 years,Non-Hispanic,Asian or Pacific Islander,31,79233,39.1,0.675668182,0.999608749
Male,2002,75-79 years,Non-Hispanic,Black or African American,68,215637,31.5,0.738979768,0.999684655
Male,2002,75-79 years,Non-Hispanic,White,1725,2642298,65.3,0.45748276,0.999347159
Male,2002,80-84 years,Hispanic,White,45,79734,56.4,0.531268593,0.999435623
Male,2002,80-84 years,Non-Hispanic,Asian or Pacific Islander,28,46885,59.7,0.503886431,0.999402794
Male,2002,80-84 years,Non-Hispanic,Black or African American,54,124874,43.2,0.641316992,0.999567564
Male,2002,80-84 years,Non-Hispanic,White,1562,1737127,89.9,0.252012548,0.999100814
Male,2002,85+ years,Hispanic,White,36,50154,71.8,0.403310936,0.999282211
Male,2002,85+ years,Non-Hispanic,Asian or Pacific Islander,17,30468,55.8,0.536618433,0.999442038
Male,2002,85+ years,Non-Hispanic,Black or African American,40,81399,49.1,0.592131063,0.999508593
Male,2002,85+ years,Non-Hispanic,White,1292,1122514,115.1,0.041990777,0.998849012
Male,2003,15-19 years,Non-Hispanic,White,21,6710684,0.3,0.999390843,0.999996871
Male,2003,20-24 years,Non-Hispanic,White,32,6365897,0.5,0.99780823,0.999994973
Male,2003,25-29 years,Non-Hispanic,White,30,5670421,0.5,0.997588178,0.999994709
Male,2003,30-34 years,Hispanic,White,18,1720790,1,0.993276262,0.99998954
Male,2003,30-34 years,Non-Hispanic,Black or African American,24,1233902,1.9,0.985777778,0.99998055
Male,2003,30-34 years,Non-Hispanic,White,58,6510373,0.9,0.994570289,0.999991091
Male,2003,35-39 years,Hispanic,White,25,1516605,1.6,0.988251898,0.999983516
Male,2003,35-39 years,Non-Hispanic,Black or African American,22,1273108,1.7,0.987587676,0.999982719
Male,2003,35-39 years,Non-Hispanic,White,100,7086023,1.4,0.990230239,0.999985888
Male,2003,40-44 years,Hispanic,White,31,1293969,2.4,0.982018764,0.999976043
Male,2003,40-44 years,Non-Hispanic,Black or African American,41,1321512,3.1,0.976123713,0.999968975
Male,2003,40-44 years,Non-Hispanic,White,171,8047754,2.1,0.984278384,0.999978752
Male,2003,45-49 years,Hispanic,White,34,1002438,3.4,0.973711367,0.999966083
Male,2003,45-49 years,Non-Hispanic,Black or African American,69,1196401,5.8,0.953897365,0.999942327
Male,2003,45-49 years,Non-Hispanic,White,298,7903008,3.8,0.970550346,0.999962293
Male,2003,50-54 years,Hispanic,White,31,750793,4.1,0.96756226,0.99995871
Male,2003,50-54 years,Non-Hispanic,Black or African American,74,979716,7.6,0.939001518,0.999924468
Male,2003,50-54 years,Non-Hispanic,White,440,7103502,6.2,0.950337276,0.999938059
Male,2003,55-59 years,Hispanic,White,54,542151,10,0.918924371,0.999900397
Male,2003,55-59 years,Non-Hispanic,Black or African American,55,706655,7.8,0.937083662,0.999922169
Male,2003,55-59 years,Non-Hispanic,White,642,6048855,10.6,0.913475741,0.999893864
Male,2003,60-64 years ,Hispanic,White,49,378606,12.9,0.894053176,0.999870578
Male,2003,60-64 years ,Non-Hispanic,Asian or Pacific Islander,22,208541,10.5,0.914010339,0.999894505
Male,2003,60-64 years ,Non-Hispanic,Black or African American,83,518313,16,0.868436435,0.999839865
Male,2003,60-64 years ,Non-Hispanic,White,914,4647827,19.7,0.837979239,0.999803349
Male,2003,65-69 years,Hispanic,White,58,288385,20.1,0.834251763,0.99979888
Male,2003,65-69 years,Non-Hispanic,Asian or Pacific Islander,23,158426,14.5,0.880911452,0.999854822
Male,2003,65-69 years,Non-Hispanic,Black or African American,70,406305,17.2,0.858302868,0.999827716
Male,2003,65-69 years,Non-Hispanic,White,1103,3678909,30,0.75193097,0.999700183
Male,2003,70-74 years,Hispanic,White,70,218432,32,0.73470839,0.999679534
Male,2003,70-74 years,Non-Hispanic,Asian or Pacific Islander,31,115525,26.8,0.778185115,0.99973166
Male,2003,70-74 years,Non-Hispanic,Black or African American,73,304832,23.9,0.802259867,0.999760524
Male,2003,70-74 years,Non-Hispanic,White,1387,3206098,43.3,0.641169188,0.999567387
Male,2003,75-79 years,Hispanic,White,65,153037,42.5,0.647741043,0.999575266
Male,2003,75-79 years,Non-Hispanic,Asian or Pacific Islander,37,82398,44.9,0.627467903,0.99955096
Male,2003,75-79 years,Non-Hispanic,Black or African American,62,217510,28.5,0.764252576,0.999714956
Male,2003,75-79 years,Non-Hispanic,White,1710,2659091,64.3,0.465626602,0.999356923
Male,2003,80-84 years,Hispanic,White,48,87122,55.1,0.54246606,0.999449048
Male,2003,80-84 years,Non-Hispanic,Asian or Pacific Islander,22,50839,43.3,0.641064475,0.999567261
Male,2003,80-84 years,Non-Hispanic,Black or African American,46,128770,35.7,0.704047631,0.999642774
Male,2003,80-84 years,Non-Hispanic,White,1557,1773665,87.8,0.269813796,0.999122157
Male,2003,85+ years,Hispanic,White,37,52905,69.9,0.418676615,0.999300633
Male,2003,85+ years,Non-Hispanic,Asian or Pacific Islander,30,32350,92.7,0.228515661,0.999072643
Male,2003,85+ years,Non-Hispanic,Black or African American,33,81395,40.5,0.663841675,0.99959457
Male,2003,85+ years,Non-Hispanic,White,1394,1164437,119.7,0.003492223,0.998802855
Male,2004,15-19 years,Non-Hispanic,White,22,6740595,0.3,0.999278686,0.999996736
Male,2004,20-24 years,Non-Hispanic,White,30,6442997,0.5,0.998117311,0.999995344
Male,2004,25-29 years,Hispanic,White,16,1877017,0.9,0.994891154,0.999991476
Male,2004,25-29 years,Non-Hispanic,Black or African American,17,1184157,1.4,0.990026795,0.999985644
Male,2004,25-29 years,Non-Hispanic,White,48,5742966,0.8,0.995029705,0.999991642
Male,2004,30-34 years,Non-Hispanic,Black or African American,19,1222155,1.6,0.989034158,0.999984454
Male,2004,30-34 years,Non-Hispanic,White,47,6301916,0.7,0.995780374,0.999992542
Male,2004,35-39 years,Non-Hispanic,Black or African American,19,1248378,1.5,0.989306534,0.99998478
Male,2004,35-39 years,Non-Hispanic,White,92,6874826,1.3,0.990839224,0.999986618
Male,2004,40-44 years,Hispanic,White,43,1355739,3.2,0.975546574,0.999968283
Male,2004,40-44 years,Non-Hispanic,Black or African American,31,1331998,2.3,0.982589262,0.999976727
Male,2004,40-44 years,Non-Hispanic,White,156,7967035,2,0.985669187,0.999980419
Male,2004,45-49 years,Hispanic,White,44,1057996,4.2,0.967313387,0.999958412
Male,2004,45-49 years,Non-Hispanic,Black or African American,68,1231607,5.5,0.955949651,0.999944788
Male,2004,45-49 years,Non-Hispanic,White,278,7963573,3.5,0.972884262,0.999965091
Male,2004,50-54 years,Hispanic,White,54,793793,6.8,0.945260652,0.999931972
Male,2004,50-54 years,Non-Hispanic,Black or African American,77,1017168,7.6,0.938861157,0.9999243
Male,2004,50-54 years,Non-Hispanic,White,432,7226847,6,0.952142358,0.999940223
Male,2004,55-59 years,Hispanic,White,48,582094,8.2,0.933222367,0.999917539
Male,2004,55-59 years,Non-Hispanic,Asian or Pacific Islander,20,305748,6.5,0.947441311,0.999934587
Male,2004,55-59 years,Non-Hispanic,Black or African American,75,758635,9.9,0.919542817,0.999901138
Male,2004,55-59 years,Non-Hispanic,White,634,6312232,10,0.918226533,0.99989956
Male,2004,60-64 years ,Hispanic,White,43,398462,10.8,0.911991802,0.999892085
Male,2004,60-64 years ,Non-Hispanic,Asian or Pacific Islander,19,220479,8.6,0.930123695,0.999913824
Male,2004,60-64 years ,Non-Hispanic,Black or African American,75,538700,13.9,0.885877645,0.999860776
Male,2004,60-64 years ,Non-Hispanic,White,797,4835075,16.5,0.864514403,0.999835163
Male,2004,65-69 years,Hispanic,White,58,301808,19.2,0.841712458,0.999807825
Male,2004,65-69 years,Non-Hispanic,Asian or Pacific Islander,28,168873,16.6,0.863707086,0.999834195
Male,2004,65-69 years,Non-Hispanic,Black or African American,80,415865,19.2,0.841549845,0.99980763
Male,2004,65-69 years,Non-Hispanic,White,1054,3768546,28,0.76872397,0.999720317
Male,2004,70-74 years,Hispanic,White,73,224401,32.5,0.730667608,0.99967469
Male,2004,70-74 years,Non-Hispanic,Asian or Pacific Islander,31,121249,25.6,0.788751155,0.999744328
Male,2004,70-74 years,Non-Hispanic,Black or African American,85,309884,27.4,0.773217362,0.999725704
Male,2004,70-74 years,Non-Hispanic,White,1307,3166423,41.3,0.657720987,0.999587231
Male,2004,75-79 years,Hispanic,White,76,160142,47.5,0.60616664,0.999525421
Male,2004,75-79 years,Non-Hispanic,Asian or Pacific Islander,37,85675,43.2,0.641793491,0.999568135
Male,2004,75-79 years,Non-Hispanic,Black or African American,69,218650,31.6,0.738789546,0.999684427
Male,2004,75-79 years,Non-Hispanic,White,1593,2654873,60,0.501532027,0.999399971
Male,2004,80-84 years,Hispanic,White,55,94629,58.1,0.517222251,0.999418783
Male,2004,80-84 years,Non-Hispanic,Asian or Pacific Islander,30,54343,55.2,0.541550677,0.999447951
Male,2004,80-84 years,Non-Hispanic,Black or African American,48,131758,36.4,0.698143887,0.999635696
Male,2004,80-84 years,Non-Hispanic,White,1593,1818521,87.6,0.271362466,0.999124013
Male,2004,85+ years,Hispanic,White,35,55683,62.9,0.477736381,0.999371442
Male,2004,85+ years,Non-Hispanic,Asian or Pacific Islander,22,34689,63.4,0.473024924,0.999365793
Male,2004,85+ years,Non-Hispanic,Black or African American,42,82755,50.8,0.578689381,0.999492478
Male,2004,85+ years,Non-Hispanic,White,1339,1198709,111.7,0.070309953,0.998882965
Male,2005,10-14 years,Non-Hispanic,White,20,6494254,0.3,0.999432291,0.99999692
Male,2005,15-19 years,Non-Hispanic,White,26,6771121,0.4,0.998798234,0.99999616
Male,2005,20-24 years,Non-Hispanic,White,28,6473970,0.4,0.998393561,0.999995675
Male,2005,25-29 years,Non-Hispanic,White,27,5827287,0.5,0.998136365,0.999995367
Male,2005,30-34 years,Non-Hispanic,Black or African American,25,1193351,2.1,0.984527567,0.999979051
Male,2005,30-34 years,Non-Hispanic,White,41,6049363,0.7,0.996347942,0.999993222
Male,2005,35-39 years,Non-Hispanic,Black or African American,21,1236133,1.7,0.987831294,0.999983012
Male,2005,35-39 years,Non-Hispanic,White,78,6766635,1.2,0.992386441,0.999988473
Male,2005,40-44 years,Hispanic,White,27,1403490,1.9,0.985955214,0.999980762
Male,2005,40-44 years,Non-Hispanic,Black or African American,39,1326103,2.9,0.977471235,0.999970591
Male,2005,40-44 years,Non-Hispanic,White,174,7787001,2.2,0.983363598,0.999977655
Male,2005,45-49 years,Hispanic,White,37,1123047,3.3,0.974521443,0.999967054
Male,2005,45-49 years,Non-Hispanic,Black or African American,57,1265096,4.5,0.964420973,0.999954944
Male,2005,45-49 years,Non-Hispanic,White,242,8010767,3,0.97680409,0.999969791
Male,2005,50-54 years,Hispanic,White,33,841456,3.9,0.969290413,0.999960782
Male,2005,50-54 years,Non-Hispanic,Asian or Pacific Islander,17,404790,4.2,0.966972229,0.999958003
Male,2005,50-54 years,Non-Hispanic,Black or African American,86,1051894,8.2,0.933809239,0.999918243
Male,2005,50-54 years,Non-Hispanic,White,420,7371529,5.7,0.954478717,0.999943024
Male,2005,55-59 years,Hispanic,White,45,627437,7.2,0.942180799,0.99992828
Male,2005,55-59 years,Non-Hispanic,Asian or Pacific Islander,19,333321,5.7,0.954456914,0.999942998
Male,2005,55-59 years,Non-Hispanic,Black or African American,83,819551,10.1,0.917530032,0.999898725
Male,2005,55-59 years,Non-Hispanic,White,662,6601700,10,0.918362243,0.999899723
Male,2005,60-64 years ,Hispanic,White,53,422192,12.6,0.897295094,0.999874465
Male,2005,60-64 years ,Non-Hispanic,Asian or Pacific Islander,19,232161,8.2,0.933740453,0.99991816
Male,2005,60-64 years ,Non-Hispanic,Black or African American,80,555743,14.4,0.881934661,0.999856049
Male,2005,60-64 years ,Non-Hispanic,White,768,4992785,15.4,0.873701896,0.999846178
Male,2005,65-69 years,Hispanic,White,59,314429,18.8,0.84549368,0.999812358
Male,2005,65-69 years,Non-Hispanic,Asian or Pacific Islander,21,180254,11.7,0.90482932,0.999883498
Male,2005,65-69 years,Non-Hispanic,Black or African American,74,426159,17.4,0.857168741,0.999826356
Male,2005,65-69 years,Non-Hispanic,White,993,3834874,25.9,0.786026069,0.999741061
Male,2005,70-74 years,Hispanic,White,80,232373,34.4,0.714850557,0.999655726
Male,2005,70-74 years,Non-Hispanic,Asian or Pacific Islander,28,127855,21.9,0.819340127,0.999781002
Male,2005,70-74 years,Non-Hispanic,Black or African American,91,316364,28.8,0.762084831,0.999712357
Male,2005,70-74 years,Non-Hispanic,White,1317,3161508,41.7,0.654547538,0.999583427
Male,2005,75-79 years,Hispanic,White,88,169101,52,0.567949125,0.999479601
Male,2005,75-79 years,Non-Hispanic,Asian or Pacific Islander,29,90088,32.2,0.733505986,0.999678093
Male,2005,75-79 years,Non-Hispanic,Black or African American,58,221852,26.1,0.783944097,0.999738564
Male,2005,75-79 years,Non-Hispanic,White,1660,2659183,62.4,0.481328077,0.999375748
Male,2005,80-84 years,Hispanic,White,67,100729,66.5,0.447215108,0.999334849
Male,2005,80-84 years,Non-Hispanic,Asian or Pacific Islander,31,57483,53.9,0.552192761,0.99946071
Male,2005,80-84 years,Non-Hispanic,Black or African American,53,134003,39.6,0.672113009,0.999604486
Male,2005,80-84 years,Non-Hispanic,White,1560,1850819,84.3,0.298984095,0.99915713
Male,2005,85+ years,Hispanic,White,42,60112,69.9,0.419236298,0.999301304
Male,2005,85+ years,Non-Hispanic,Asian or Pacific Islander,21,37796,55.6,0.538576926,0.999444386
Male,2005,85+ years,Non-Hispanic,Black or African American,43,86185,49.9,0.585858653,0.999501073
Male,2005,85+ years,Non-Hispanic,White,1503,1251111,120.1,-2.13E-07,0.998798668
Male,2006,15-19 years,Non-Hispanic,White,19,6778950,0.3,0.999663206,0.999997197
Male,2006,20-24 years,Hispanic,White,16,1953823,0.8,0.995170645,0.999991811
Male,2006,20-24 years,Non-Hispanic,White,27,6486116,0.4,0.99852891,0.999995837
Male,2006,25-29 years,Non-Hispanic,White,36,5985199,0.6,0.99698412,0.999993985
Male,2006,30-34 years,Non-Hispanic,White,42,5814538,0.7,0.995976194,0.999992777
Male,2006,35-39 years,Non-Hispanic,Black or African American,28,1244414,2.3,0.9832338,0.999977499
Male,2006,35-39 years,Non-Hispanic,White,59,6746582,0.9,0.994706819,0.999991255
Male,2006,40-44 years,Hispanic,White,28,1454639,1.9,0.985946035,0.999980751
Male,2006,40-44 years,Non-Hispanic,Black or African American,46,1324308,3.5,0.97302925,0.999965265
Male,2006,40-44 years,Non-Hispanic,White,134,7533774,1.8,0.987165613,0.999982213
Male,2006,45-49 years,Hispanic,White,31,1180935,2.6,0.980106156,0.99997375
Male,2006,45-49 years,Non-Hispanic,Black or African American,77,1293433,6,0.952347216,0.999940469
Male,2006,45-49 years,Non-Hispanic,White,237,8057712,2.9,0.977468452,0.999970587
Male,2006,50-54 years,Hispanic,White,39,890533,4.4,0.965473469,0.999956206
Male,2006,50-54 years,Non-Hispanic,Black or African American,75,1093251,6.9,0.944781129,0.999931397
Male,2006,50-54 years,Non-Hispanic,White,432,7501275,5.8,0.953966394,0.99994241
Male,2006,55-59 years,Hispanic,White,62,670515,9.2,0.924877171,0.999907534
Male,2006,55-59 years,Non-Hispanic,Black or African American,103,881087,11.7,0.904496702,0.999883099
Male,2006,55-59 years,Non-Hispanic,White,596,6899410,8.6,0.929950049,0.999913616
Male,2006,60-64 years ,Hispanic,White,61,449202,13.6,0.888736595,0.999864204
Male,2006,60-64 years ,Non-Hispanic,Asian or Pacific Islander,23,245996,9.3,0.924017059,0.999906503
Male,2006,60-64 years ,Non-Hispanic,Black or African American,91,576788,15.8,0.870408711,0.99984223
Male,2006,60-64 years ,Non-Hispanic,White,839,5126008,16.4,0.865483622,0.999836325
Male,2006,65-69 years,Hispanic,White,61,327785,18.6,0.846781601,0.999813902
Male,2006,65-69 years,Non-Hispanic,Asian or Pacific Islander,33,190415,17.3,0.857451021,0.999826694
Male,2006,65-69 years,Non-Hispanic,Black or African American,85,436847,19.5,0.839709864,0.999805424
Male,2006,65-69 years,Non-Hispanic,White,967,3934936,24.6,0.797029254,0.999754253
Male,2006,70-74 years,Hispanic,White,72,240781,29.9,0.752590081,0.999700973
Male,2006,70-74 years,Non-Hispanic,Asian or Pacific Islander,27,135807,19.9,0.83617721,0.999801188
Male,2006,70-74 years,Non-Hispanic,Black or African American,76,325778,23.3,0.807421516,0.999766712
Male,2006,70-74 years,Non-Hispanic,White,1242,3170180,39.2,0.675230508,0.999608224
Male,2006,75-79 years,Hispanic,White,78,176376,44.2,0.633142103,0.999557763
Male,2006,75-79 years,Non-Hispanic,Asian or Pacific Islander,30,94203,31.8,0.736380435,0.999681539
Male,2006,75-79 years,Non-Hispanic,Black or African American,67,223131,30,0.751551557,0.999699728
Male,2006,75-79 years,Non-Hispanic,White,1605,2660963,60.3,0.498916041,0.999396835
Male,2006,80-84 years,Hispanic,White,71,106846,66.5,0.447751629,0.999335492
Male,2006,80-84 years,Non-Hispanic,Asian or Pacific Islander,28,59957,46.7,0.61248681,0.999532999
Male,2006,80-84 years,Non-Hispanic,Black or African American,51,137456,37.1,0.69253593,0.999628972
Male,2006,80-84 years,Non-Hispanic,White,1602,1867035,85.8,0.286327113,0.999141955
Male,2006,85+ years,Hispanic,White,48,64826,74,0.384415435,0.999259556
Male,2006,85+ years,Non-Hispanic,Asian or Pacific Islander,30,40723,73.7,0.387550907,0.999263316
Male,2006,85+ years,Non-Hispanic,Black or African American,47,89393,52.6,0.563470822,0.999474232
Male,2006,85+ years,Non-Hispanic,White,1381,1314924,105,0.126013036,0.998949749
Male,2007,15-19 years,Non-Hispanic,White,18,6758697,0.3,0.999779608,0.999997337
Male,2007,20-24 years,Non-Hispanic,White,30,6463110,0.5,0.998129397,0.999995358
Male,2007,25-29 years,Non-Hispanic,Black or African American,16,1295064,1.2,0.991696282,0.999987645
Male,2007,25-29 years,Non-Hispanic,White,34,6099267,0.6,0.997351445,0.999994426
Male,2007,30-34 years,Non-Hispanic,White,44,5717378,0.8,0.995582042,0.999992304
Male,2007,35-39 years,Non-Hispanic,Black or African American,17,1253650,1.4,0.990690553,0.99998644
Male,2007,35-39 years,Non-Hispanic,White,80,6656647,1.2,0.991976981,0.999987982
Male,2007,40-44 years,Hispanic,White,30,1490364,2,0.985211592,0.999979871
Male,2007,40-44 years,Non-Hispanic,Black or African American,50,1305269,3.8,0.970050637,0.999961694
Male,2007,40-44 years,Non-Hispanic,White,134,7269822,1.8,0.986626973,0.999981568
Male,2007,45-49 years,Hispanic,White,45,1238719,3.6,0.971700794,0.999963672
Male,2007,45-49 years,Non-Hispanic,Black or African American,51,1307530,3.9,0.969467984,0.999960995
Male,2007,45-49 years,Non-Hispanic,White,241,8009745,3,0.976905008,0.999969912
Male,2007,50-54 years,Hispanic,White,43,945674,4.5,0.964075378,0.99995453
Male,2007,50-54 years,Non-Hispanic,Asian or Pacific Islander,17,443264,3.8,0.970012617,0.999961648
Male,2007,50-54 years,Non-Hispanic,Black or African American,72,1144327,6.3,0.949521718,0.999937081
Male,2007,50-54 years,Non-Hispanic,White,394,7646011,5.2,0.959020948,0.99994847
Male,2007,55-59 years,Hispanic,White,50,702607,7.1,0.94264522,0.999928836
Male,2007,55-59 years,Non-Hispanic,Asian or Pacific Islander,26,370187,7,0.94341988,0.999929765
Male,2007,55-59 years,Non-Hispanic,Black or African American,93,912345,10.2,0.916979412,0.999898065
Male,2007,55-59 years,Non-Hispanic,White,641,6836492,9.4,0.923796795,0.999906238
Male,2007,60-64 years ,Hispanic,White,64,486414,13.2,0.892257399,0.999868425
Male,2007,60-64 years ,Non-Hispanic,Asian or Pacific Islander,20,265930,7.5,0.939272035,0.999924792
Male,2007,60-64 years ,Non-Hispanic,Black or African American,81,620088,13.1,0.893048552,0.999869373
Male,2007,60-64 years ,Non-Hispanic,White,806,5577559,14.5,0.881470724,0.999855492
Male,2007,65-69 years,Hispanic,White,64,342640,18.7,0.846208284,0.999813215
Male,2007,65-69 years,Non-Hispanic,Asian or Pacific Islander,20,200883,10,0.918960075,0.99990044
Male,2007,65-69 years,Non-Hispanic,Black or African American,93,450394,20.6,0.829776245,0.999793514
Male,2007,65-69 years,Non-Hispanic,White,1026,4094374,25.1,0.792991971,0.999749412
Male,2007,70-74 years,Hispanic,White,83,250097,33.2,0.725195458,0.999668129
Male,2007,70-74 years,Non-Hispanic,Asian or Pacific Islander,36,144423,24.9,0.794092934,0.999750732
Male,2007,70-74 years,Non-Hispanic,Black or African American,83,332403,25,0.793735009,0.999750303
Male,2007,70-74 years,Non-Hispanic,White,1206,3192454,37.8,0.686915934,0.999622234
Male,2007,75-79 years,Hispanic,White,78,182828,42.7,0.646159131,0.99957337
Male,2007,75-79 years,Non-Hispanic,Asian or Pacific Islander,40,98269,40.7,0.662494096,0.999592954
Male,2007,75-79 years,Non-Hispanic,Black or African American,63,225410,27.9,0.768884745,0.999720509
Male,2007,75-79 years,Non-Hispanic,White,1550,2644310,58.6,0.513096016,0.999413836
Male,2007,80-84 years,Hispanic,White,83,112448,73.8,0.386354406,0.999261881
Male,2007,80-84 years,Non-Hispanic,Asian or Pacific Islander,46,62307,73.8,0.386220241,0.99926172
Male,2007,80-84 years,Non-Hispanic,Black or African American,49,139898,35,0.709861864,0.999649745
Male,2007,80-84 years,Non-Hispanic,White,1567,1889101,82.9,0.310139859,0.999170505
Male,2007,85+ years,Hispanic,White,52,70638,73.6,0.387998593,0.999263852
